"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-02","8.72"," 1543"," 1542","0.00",,,,"80","96","64",,"  310","  310",,"32.0","36.9",,,,,,,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-03","9.40"," 1613"," 1613","0.50",,,,"79","95","62",,"  170","  170",,"30.0","44.1",,,"    1",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-04","9.40"," 1655"," 1654","0.00",,,,"75","90","60",,"   10","   10",,"23.0","25.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-05","9.40"," 1445"," 1444","0.00",,,,"78","94","61",,"  310","  320",,"38.0","48.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-06","12.08"," 2204"," 2205","0.00",,,,"74","91","56","    0","  180","  180",,"28.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-07","11.41"," 1532"," 1544","0.00",,,,"82","97","66",,"  350","  350",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-08","8.95"," 1543"," 1538","0.00",,,,"83","97","68",,"   30","   10",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-09","10.51"," 1841"," 1843","0.00",,,,"80","98","61",,"  130","  130",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-10","6.49"," 2151"," 2149","0.00",,,,"72","90","54",,"  130","  140",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-11","9.84"," 1804"," 1803","0.00",,,,"80","97","63",,"  230","  230",,"31.1","34.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-12","10.07"," 0826"," 1048","0.00",,,,"75","85","65",,"   40","  320",,"21.9","23.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-13","10.29"," 2127"," 2119","0.00",,,,"76","94","58",,"  210","  200",,"25.1","30.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-14","10.74"," 2358"," 2356","0.00",,,,"79","98","60",,"  200","  210",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-15","10.74"," 1850"," 1849","0.06",,,,"79","94","63",,"  200","  200",,"23.9","28.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-16","12.30"," 1538"," 1538","0.26",,,,"77","92","62",,"  270","  280",,"33.1","38.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-17","9.62"," 1702"," 1659","1.45",,,,"68","78","58",,"  260","  210",,"36.0","48.1","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-18","8.50"," 1755"," 1754","0.00",,,,"66","75","56",,"  180","  180",,"21.9","25.1","    1","    1","    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-19","7.83"," 2303"," 2259","0.00",,,,"74","87","61",,"  210","  200",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-20","11.86"," 1335"," 1325","0.00",,,,"74","88","59",,"  290","  300",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-21","12.53"," 1854"," 1853","0.00",,,,"66","75","56",,"  190","  190",,"29.1","34.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-22","10.07"," 2002"," 1720","0.00",,,,"72","87","56",,"  240","  290",,"25.1","29.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-23","6.26"," 2259"," 2233","0.00",,,,"70","87","53",,"  190","  180",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-24","8.28"," 1804"," 2048","0.00",,,,"75","91","59",,"  170","  230",,"16.1","21.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-25","10.96"," 1508"," 1507","0.00",,,,"77","91","62",,"  350","  350",,"23.9","28.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-26","8.50"," 1622"," 1621","0.06",,,,"73","89","57","    0","  220","  230",,"38.9","48.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-27","7.61"," 1845"," 1844","0.01",,,,"72","89","55",,"  270","  280",,"23.0","29.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-28","9.84"," 1536"," 1534","0.34",,,,"73","88","58",,"  310","  310",,"31.1","36.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-29","8.72"," 0350"," 0350","0.09",,,,"72","85","59",,"  180","  180",,"25.1","30.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-30","9.62"," 1404"," 1403","0.05",,,,"72","87","57",,"  270","  260",,"30.0","40.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-08-31","6.26"," 1931"," 1354","0.24",,,,"60","66","53","    0","  150","  120",,"21.9","25.1","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-01","9.17"," 1958"," 1956","0.04",,,,"68","81","55","    0","  330","  320",,"19.9","21.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-02","8.28"," 2136"," 1443","0.00",,,,"68","82","54","    0","  210","  100",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-03","9.84"," 1534"," 1533","0.00",,,,"70","84","55",,"  270","  270",,"23.0","31.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-04","11.18"," 1638"," 1638","0.03",,,,"73","91","54","    0","  330","  330",,"28.0","32.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-05","12.30"," 1754"," 1752","0.09",,,,"75","94","56","    0","  330","  330",,"30.0","36.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-06","10.51"," 1757"," 1756","0.00",,,,"73","89","56",,"  280","  280",,"31.1","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-07","12.30"," 1707"," 1716","0.00",,,,"65","80","49",,"  160","  170",,"25.1","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-08","12.75"," 1748"," 1747","0.00",,,,"71","86","56",,"  280","  270",,"38.9","48.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-09","10.29"," 0132"," 1423","0.00",,,,"70","86","53",,"  190","  280",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-10","7.38"," 1320"," 1319","0.00",,,,"72","89","54",,"  160","  150",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-11","10.51"," 1615"," 1135","0.00",,,,"65","80","50",,"   80","   10",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-12","7.83"," 2241"," 2234","0.00",,,,"69","86","51","    0","  200","  200",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-13","7.38"," 1826"," 1826","0.00",,,,"72","90","53",,"   30","   30",,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-14","11.41"," 2358"," 1512","0.00",,,,"69","86","52",,"  180","  120",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-15","8.50"," 0007"," 0018","0.00",,,,"74","92","55",,"  170","  170",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-16","10.29"," 2148"," 2148","0.00",,,,"79","95","63",,"  130","  120",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-17","9.62"," 2020"," 2020","0.00",,,,"79","95","62",,"  350","  350",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-18","5.59"," 2359"," 2358","0.00",,,,"70","83","56",,"  190","  190",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-19","12.75"," 2106"," 2105","0.25",,,,"62","78","45",,"   30","   30",,"30.0","34.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-20","8.50"," 0119"," 0119","0.24",,,,"49","56","41","    0","  350","  340",,"29.1","32.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-21","7.83"," 1201"," 1201","0.12",,,,"58","74","41","    0","  280","  280",,"21.9","25.9","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-22","11.18"," 1238"," 1237","0.02",,,,"49","49","32","    0","   20","   10",,"17.0","19.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-23","9.40"," 1708"," 1622","0.52",,,,"36","41","31","    0","   60","   50",,"21.0","23.9","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-24","7.38"," 2359"," 2358","0.21",,,,"36","42","29",,"  200","  200",,"15.0","17.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-25","8.95"," 0109"," 0032","0.00",,,,"48","65","31",,"  200","  190",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-26","8.72"," 1423"," 1423","0.00",,,,"53","70","36",,"  110","  100",,"16.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-27","8.50"," 2354"," 1353","0.00",,,,"58","73","42",,"  180","   70",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-28","7.83"," 2138"," 2111","0.00",,,,"60","79","41","    0","  190","  190",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-29","11.41"," 1736"," 1735","0.00",,,,"66","79","52","    0","  270","  270",,"30.0","36.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-09-30","11.86"," 1134"," 1133","0.00",,,,"67","80","54","    0","  260","  260",,"28.0","34.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-01","9.84"," 0913"," 0912","0.00",,,,"70","83","56","    0","  260","  260",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-02","5.59"," 0008"," 2354","0.00",,,,"60","81","39","    0","   40","   30",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-03","12.08"," 1438"," 1359","0.00",,,,"63","76","49","    0","   10","   10",,"34.9","38.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-04","8.28"," 1906"," 1909","0.00",,,,"56","67","44",,"  270","  300",,"31.1","44.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-05","10.51"," 0326"," 0059","0.06",,,,"40","49","31","    0","   20","   10",,"19.9","21.9","    1",,,,,"    1",,,,,,"    1","    1","    1","    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-06","4.25"," 1824"," 1826","0.04",,,,"33","35","30","    0","   50","   50",,"13.0","14.1","    1",,,,,"    1",,,,,,"    1","    1","    1","    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-07","5.82"," 2312"," 2307","0.00",,,,"38","42","33","    0","  140","  140",,"13.0","15.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-08","11.18"," 1254"," 1534","0.00",,,,"42","52","32","    0","  140","  170",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-09","6.49"," 2226"," 0118","0.00",,,,"48","65","31","    0","  210","  190",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-10","10.74"," 1639"," 2109","0.00",,,,"54","75","33","    0","  150","  160",,"25.1","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-11","12.75"," 1524"," 1753","0.00",,,,"60","80","40",,"  170","  170",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-12","8.28"," 1604"," 2031","0.00",,,,"55","72","38",,"   30","  320",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-13","7.61"," 1032"," 1032","0.00",,,,"48","63","33",,"  130","  130",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-14","7.38"," 1420"," 1419","0.00",,,,"45","60","29",,"  170","  160",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-15","7.61"," 1611"," 1647","0.00",,,,"48","66","29",,"  140","  150",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-16","7.61"," 1546"," 1546","0.00",,,,"51","66","36","    0","  120","  120",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-17","8.05"," 0742"," 0705","0.00",,,,"53","69","37","    0","  220","  230",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-18","9.40"," 2110"," 2120","0.00",,,,"58","78","38",,"  190","  200",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-19","9.40"," 2323"," 2320","0.00",,,,"61","75","47","    0","   20","   20",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-20","9.84"," 2237"," 2236","0.00",,,,"53","68","38","    0","  180","  180",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-21","10.51"," 1639"," 1621","0.00",,,,"55","74","35","    0","  150","  150",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-22","11.63"," 0818"," 0818","0.33",,,,"45","50","39","    0","  360","  360",,"25.9","30.0","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-23","6.93"," 1605"," 1527","0.00",,,,"49","59","39","    0","  260","  110",,"17.9","21.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-24","7.61"," 0650"," 0635","0.01",,,,"50","61","38","    0","  280","  250",,"14.1","16.1","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-25","6.71"," 0824"," 1003","0.00",,,,"50","62","37","    0","  210","  270",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-26","8.95"," 2231"," 2224","0.00",,,,"48","63","33","    0","  210","  210",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-27","6.71"," 1337"," 1158","0.00",,,,"48","62","34","    0","   40","  100",,"16.1","21.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-28","7.83"," 2341"," 2343","0.00",,,,"52","60","43","    0","  330","  340",,"16.1","17.9","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-29","7.38"," 1325"," 1333","0.01",,,,"52","65","38","    0","  290","  290",,"16.1","17.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-30","7.38"," 0610"," 2321","0.00",,,,"48","60","35",,"  230","  220",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-10-31","8.50"," 1957"," 1950","0.07",,,,"40","46","33",,"  300","  300",,"25.9","31.1","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1","    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-01","8.72"," 1552"," 1635","0.00",,,,"41","53","28",,"  280","  280",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-02","10.96"," 1333"," 1332","0.00",,,,"39","46","32",,"  110","  120",,"21.0","23.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-03","5.82"," 0237"," 0248","0.00",,,,"37","46","27",,"  120","  120",,"15.0","16.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-04","6.49"," 1601"," 1601","0.00",,,,"42","64","20",,"  130","  130",,"16.1","17.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-05","6.49"," 1035"," 1034","0.43",,,,"35","47","22","    0","   50","   50",,"23.0","25.9","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-06","4.03"," 2050"," 1535","0.00",,,,"21","31","11","    0","  340","   10",,"13.0","14.1","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-07","7.61"," 1437"," 1418","0.00",,,,"22","33","10","    0","   10","   20",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-08","8.50"," 2333"," 2332","0.00",,,,"31","40","22","    0","  200","  190",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-09","7.16"," 2218"," 2201","0.00",,,,"33","42","23","    0","  270","  280",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-10","8.28"," 2357"," 2356","0.00",,,,"25","31","19","    0","  290","  290",,"17.9","19.9","    1",,,,,"    1",,,,,,"    1",,"    1","    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-11","8.05"," 2357"," 2356","0.16",,,,"13","24","1","    0","  290","  290",,"17.9","19.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-12","7.16"," 2246"," 2240","0.00",,,"3.0","12","21","2","    0","  210","  210",,"15.0","16.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-13","9.62"," 0506"," 2258","0.00",,,"1.0","17","30","3","    0","  210","  260",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-14","6.71"," 1451"," 1449","0.00",,,"1.0","20","31","8",,"   30","   20",,"14.1","16.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-15","8.95"," 1710"," 1709","0.01",,,"1.0","22","35","9",,"  260","  270",,"23.0","29.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-16","9.40"," 2258"," 2343","0.00",,,,"18","29","7",,"  190","  190",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-17","10.96"," 1536"," 1536","0.01",,,,"19","29","8",,"   20","   20",,"23.9","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-18","12.75"," 0815"," 0753","0.00",,,,"27","41","12",,"  200","  200",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-19","8.50"," 1351"," 1351","0.00",,,,"28","40","16",,"  100","   90",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-20","9.84"," 2156"," 2153","0.00",,,,"28","44","11",,"  190","  190",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-21","9.17"," 0004"," 0319","0.00",,,,"35","50","20",,"  200","  360",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-22","6.04"," 2152"," 2151","0.00",,,,"39","50","27",,"  320","  340",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-23","7.38"," 2324"," 1211","0.00",,,,"34","42","26",,"  190","  310",,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-24","9.40"," 1821"," 1820","0.00",,,,"39","52","25","    0","   40","   40",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-25","6.93"," 2343"," 2347","0.00",,,,"33","42","24","    0","  210","  200",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-26","10.29"," 1151"," 1143","0.00",,,,"35","49","21","    0","  280","  280",,"23.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-27","6.93"," 0444"," 1945","0.00",,,,"38","48","27","    0","  160","  280",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-28","10.29"," 0646"," 0645","0.00",,,,"30","39","20","    0","   30","   30",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-29","5.82"," 0813"," 0817","0.00",,,,"28","38","17","    0","  240","  240",,"14.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-11-30","14.99"," 1208"," 1304","0.00",,,,"35","50","19",,"  270","  280",,"45.0","53.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-12-01","6.71"," 2327"," 2333","0.00",,,,"29","40","18",,"  210","  230",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-12-02","7.83"," 1603"," 1602","0.00",,,,"34","52","16",,"  290","  290",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-12-03","7.61"," 0621"," 0632","0.00",,,,"39","58","20",,"  200","  200",,"17.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2000-12-04","7.16"," 2126"," 2207","0.00",,,,"31","40","21",,"  210","  220",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,,,
